          0.01          0.01          0.01     0.0173205
    -0.0462383      0.186526      0.513838      0.548598
    -0.0462383      0.186526      0.513838      0.548598
    -0.0462383      0.186526      0.513838      0.548598
    -0.0462383      0.186526      0.513838      0.548598
    -0.0462383      0.186526      0.513838      0.548598
    -0.0462383      0.186526      0.513838      0.548598
    -0.0462383      0.186526      0.513838      0.548598
      0.240809      0.384269     -0.508553       0.68138
       1.30208       1.00858     -0.503988       1.72239
       1.75917      0.687518     -0.130575       1.89325
       1.75917      0.687518     -0.130575       1.89325
       1.75917      0.687518     -0.130575       1.89325
       1.75917      0.687518     -0.130575       1.89325
       2.78846       1.76847      0.639293       3.36329
       1.88857      0.671188       1.16376       2.31766
       1.88857      0.671188       1.16376       2.31766
       1.98232      0.135948       1.11837       2.28009
       1.28127      -1.04886       0.17044       1.66458
      0.689105      -1.93236       1.15896       2.35628
     0.0491886      -1.11723       1.77029       2.09393
     -0.685038      -1.95496       2.20016        3.0219
     -0.685038      -1.95496       2.20016        3.0219
     -0.685038      -1.95496       2.20016        3.0219
      -0.49822      -1.08577       2.69574       2.94858
      -0.49822      -1.08577       2.69574       2.94858
      0.440319      -1.60079       3.38854       3.77341
       1.25182     -0.713301       3.97491       4.22797
      0.663106      0.163258       4.09237       4.14896
      0.663106      0.163258       4.09237       4.14896
      0.273942      0.802291       2.96053       3.07952
      0.273942      0.802291       2.96053       3.07952
     -0.815745     -0.235179        1.9454       2.12258
    -0.0955846      -1.19629       1.56778       1.97438
     -0.239241     -0.123309       2.59043       2.60437
     -0.239241     -0.123309       2.59043       2.60437
      0.557644      0.235796       1.82232       1.92027
     -0.523402     -0.668926       0.62547       1.05481
     -0.523402     -0.668926       0.62547       1.05481
      0.691661       0.29382      0.493288      0.898921
      0.691661       0.29382      0.493288      0.898921
      0.681363       1.24603      0.146795       1.42773
      0.681363       1.24603      0.146795       1.42773
      0.681363       1.24603      0.146795       1.42773
      0.681363       1.24603      0.146795       1.42773
      0.681363       1.24603      0.146795       1.42773
      0.681363       1.24603      0.146795       1.42773
      0.681363       1.24603      0.146795       1.42773
      0.681363       1.24603      0.146795       1.42773
      0.971688      0.385209      0.241904       1.07288
       1.07036     0.0793964      0.642192       1.25076
      0.290869      -1.12824      0.460287       1.25275
      0.290869      -1.12824      0.460287       1.25275
      0.321936      -1.20349       0.51019       1.34623
     -0.776776      -1.03461       1.50239       1.98267
      -1.28655      -0.80312       0.83067       1.72923
      -1.28655      -0.80312       0.83067       1.72923
       -2.1978     -0.403629      0.450882        2.2796
       -2.1978     -0.403629      0.450882        2.2796
      -1.57992      -1.62564      0.181506       2.27415
      -1.57992      -1.62564      0.181506       2.27415
      -1.57992      -1.62564      0.181506       2.27415
      -1.31785     -0.898206     -0.337555       1.63017
      -1.76811     -0.916345      0.245386       2.00652
      -1.76811     -0.916345      0.245386       2.00652
      -1.61281      -1.67538      0.656374       2.41638
      -1.61281      -1.67538      0.656374       2.41638
      -1.77313      -1.27754      0.674038       2.28701
      -1.77313      -1.27754      0.674038       2.28701
      -1.77313      -1.27754      0.674038       2.28701
